Nombre,Circunscripción Territorial,Partido,Correo,Oficina,Teléfono,Facebook,Twitter,Youtube,Instagram
Sandra Bibiana Aristizábal Saleg,Quindío,Partido Liberal,sandra.aristizabal@camara.gov.co,Mezanine Norte Of 101 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3791 - 3808,https://www.facebook.com/Sandraaristizabalsa,https://twitter.com/sandraaristis?s=11&t=nd6aFu-GFiftDC_J7d5D9Q,,https://www.instagram.com/sandraaristizabals/?igshid=YmMyMTA2M2Y%3D
Sandra Milena Ramírez Caviedes,Magdalena,Cambio Radical,sandra.ramirez@camara.gov.co,437B - 438B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3490 - 3491,,https://twitter.com/HRSandraRamirez,,
Santiago Osorio Marín,Caldas,Partido Alianza Verde,santiago.osoriom@camara.gov.co,349B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3816,,,,
Saray Elena Robayo Bechara,Córdoba,Partido de la U,saray.robayo@camara.gov.co,625 - 626 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3616 - 3619,https://www.facebook.com/SarayRBechara/?locale=es_LA,https://twitter.com/sarayrbechara,,https://www.instagram.com/sarayrobayobech/?hl=es
Silvio José Carrasquilla Torres,Bolívar,Partido Liberal,silvio.carrasquilla@camara.gov.co,Mezanine Norte Of 4 Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3146 - 3147,,,,
Susana Gómez Castaño,Antioquia,Coalición Pacto Histórico,susana.gomez@camara.gov.co,209B - 210B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3590 - 3591,,,,
Teresa De Jesús Enríquez Rosero,Nariño,Partido de la U,teresa.enriquez@camara.gov.co,624B - Edificio Nuevo del Congreso ,+(57) (601) 8770720 Ext: 3307 - 4489,https://www.facebook.com/teresaenriquezrosero?mibextid=ibOpuV,,,
Víctor Manuel Salcedo Guerrero,Valle del Cauca,Partido de la U,victor.salcedo@camara.gov.co,421 - 422 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3577 - 3578,,https://x.com/victormsalcedog?s=11&t=ScwJxWXYqcO4tBJfAR8l6A,,https://instagram.com/victormanuelsalcedo111?igshid=MzRlODBiNWFlZA==
Wadith Alberto Manzur Imbett,Córdoba,Partido Conservador Colombiano,wadith.manzur@camara.gov.co,540B - 541B - Edificio Nuevo del Congreso ,+(57) (601) 8770720 Ext: 3598 - 4026,https://www.facebook.com/WadithManzur,https://x.com/wmanzur?t=LpbBJ82X9dNOIKdduvA6yw&s=09,,https://www.instagram.com/wmanzur/
Wilder Iberson Escobar Ortiz,Caldas,Grupo Significativo de Ciudadanos Gente en Movimiento,wilder.escobar@camara.gov.co,233B - 234B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3515 - 3430,https://www.facebook.com/WilderEscobarO,https://twitter.com/WilderEscobarO,,https://www.instagram.com/wilderescobaro/
William Ferney Aljure Martínez,Circ. Trans. Esp. de Paz (CITREP),Asocamproariari,willian.aljure@camara.gov.co,622 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3774 - 3775,https://www.facebook.com/Willianaljureillian,https://twitter.com/willianaljure,https://youtube.com/channel/UCGrSIzARLt82nG_96rGv_VA,https://instagram.com/willianaljure
Wilmer Ramiro Carrillo Mendoza,Norte de Santander,Partido de la U,wilmer.carrillo@camara.gov.co,Piso 1 - Capitolio Nacional,+(57) (601) 8770720 Ext: 5180 - 5181 ,https://www.facebook.com/wcarrillo101/,https://twitter.com/Wcarrillo101,,
Wilmer Yair Castellanos Hernández,Boyacá,Partido Alianza Verde,wilmer.castellanos@camara.gov.co,325 -326 - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3178 - 3415,https://www.facebook.com/WilmerCastellanosH,https://twitter.com/ingwilmerc?s=21&t=c_MdvhWt0cM5oVgMz4lVuA,,https://instagram.com/ingwilmercastellanos?igshid=MDE2OWE1N2Q=
Wilmer Yesid Guerrero Avendaño,Norte de Santander,Partido Liberal,wilmer.guerrero@camara.gov.co,Piso 2 - Capitolio Nacional,+(57) (601) 8770720 Ext: 3289 - 3412,https://www.facebook.com/WilmerGuerreroA,https://twitter.com/wilmergcamara,https://www.youtube.com/@WilmerGuerreroCongresista,https://www.instagram.com/wilmergcamara/
Yenica Sugein Acosta Infante,Amazonas,Centro Democrático,yenica.acosta@camara.gov.co,404B - 405B - Edificio Nuevo del Congreso ,+(57) (601) 8770720 Ext: 4312,,,,
Yulieth Andrea Sánchez Carreño,Antioquia,Centro Democrático,yulieth.sanchez@camara.gov.co,226B - 228B - Edificio Nuevo del Congreso,+(57) (601) 8770720 Ext: 3410,,,,
Abel David Jaramillo Largo,Circ. Esp. Indígenas,Movimiento Alternativo Indígena y Social,,,,,,,
Ana Paola Agudelo García,Ciudadanos en el exterior,MIRA,,,,,,,
Angélica Lisbeth Lozano Correa,Bogotá,Partido Alianza Verde,,,,,,,
Atilano Alonso Giraldo Arboleda,Quindío,Cambio Radical,,,,,,,
Carlos Germán Navas Talero,Bogotá,Polo Democrático Alternativo,,,,,,,
Carlos Mario Farelo Daza,Magdalena,Cambio Radical,,,,,,,
Ciro Alejandro Ramírez Cortés,Boyacá,Centro Democrático,,,,,,,
César Augusto Pachón Achury,Boyacá,Movimiento Alternativo Indígena y Social,,,,,,,
Diela Liliana Benavides Solarte,Nariño,Partido Conservador Colombiano,,,,,,,
Enrique Cabrales Baquero,Bogotá,Centro Democrático,,,,,,,
Esteban Quintero Cardona,Antioquia,Centro Democrático,,,,,,,
Fabián Díaz Plata,Santander,Coalicion Alternativa Santandereana,,,,,,,
Germán Alcides Blanco Álvarez,Antioquia,Partido Conservador Colombiano,,,,,,,
Jorge Dilson Murcia Olaya,Huila,Cambio Radical,,,,,,,
José Alberto Tejada Echeverry,Valle del Cauca,Coalición Pacto Histórico,,,,,,,
José Gustavo Padilla Orozco,Valle del Cauca,Partido Conservador Colombiano,,,,,,,
Juan Carlos García Gómez,Norte de Santander,Partido Conservador Colombiano,,,,,,,
Juan Diego Muñoz Cabrera,Meta,Partido Alianza Verde,,,,,,,
León Fredy Muñoz Lopera,Antioquia,Partido Alianza Verde,,,,,,,
Luz María Múnera Medina,Antioquia,Coalición Pacto Histórico,,,,,,,
María José Pizarro Rodríguez,Bogotá,Decentes,,,,,,,
Mauricio Andrés Toro Orjuela,Bogotá,Partido Alianza Verde,,,,,,,
Norma Hurtado Sánchez,Valle del Cauca,Partido de la U,,,,,,,
Omar De Jesús Restrepo Correa,Antioquia,Partido Comunes,,,,,,,
Víctor Andrés Tovar Trujillo,Huila,Cambio Radical,,,,,,,
Yamil Hernando Arana Padaui,Bolívar,Partido Conservador Colombiano,,,,,,,
Ángela María Robledo Gómez,"C.P. Art. 112, A.L. 02 de 2015 Art. 1 y Est. de Oposición Ley, 1909 de 2018 Art. 24",Colombia Humana,,,,,,,
